arm,task,pct,pct_ran,compile_ok,n_total_tests,n_ran_tests,n_passed_tests,language,wraps_tool,cost_usd,turns,duration_min,n_skills_invoked,skills_invoked
codex-free,foriequal0__git-trim.07c2f50,45.9725,45.9725,1,509,509,234,python,1,1.182460,40,5.0230,0,
codex-free,gabotechs__dep-tree.60a95a2,66.3584,66.3584,1,865,865,574,python,0,1.275744,48,5.0311,0,
codex-free,git-bahn__git-graph.87b4473,70.2465,70.2465,1,568,568,399,python,0,0.932932,43,4.1808,0,
codex-free,go-critic__go-critic.9aea378,31.0345,31.0345,1,493,493,153,go,0,0.969225,31,4.6494,0,
codex-free,google__brotli.b3dc9cc,1.1338,100.0000,1,441,5,5,js,0,1.270031,64,16038.4063,0,
codex-free,gromacs__gromacs.665ea4c,1.3655,1.3655,1,1245,1245,17,python,0,0.847288,43,3.4149,0,
codex-free,guumaster__hostctl.d6d9699,61.2750,61.2750,1,1051,1051,644,python,0,1.555534,52,7.8325,0,
codex-free,hairyhenderson__gomplate.05eb3aa,59.5694,59.5694,1,2926,2926,1743,go,0,2.075641,46,9.3893,0,
codex-free,halitechallenge__halite.822cfb6,54.1818,54.1818,1,275,275,149,python,0,1.083334,44,4.1319,0,
codex-free,hatoo__oha.8dc6349,57.7308,57.7308,1,899,899,519,python,1,0.891580,31,4.3207,0,
codex-free,hooklift__gowsdl.2a06cec,15.0895,15.0895,1,391,391,59,python,0,1.155919,50,4.8108,0,
codex-free,hpjansson__chafa.dd4d4c1,7.9751,7.9751,1,1931,1931,154,python,0,0.835079,27,14811.8954,0,
codex-free,htop-dev__htop.523600b,90.3319,90.3319,1,693,693,626,c,0,1.210678,45,5.2684,0,
codex-free,hush-shell__hush.560c33a,9.7419,9.7419,1,1201,1201,117,python,0,1.796171,58,7.1510,0,
codex-free,incu6us__goimports-reviser.81bd549,71.3450,71.3450,1,513,513,366,go,0,0.811443,33,3.8916,0,
codex-free,ip7z__7zip.839151e,27.5168,27.5168,1,1043,1043,287,python,0,1.324316,58,5.6631,0,
codex-free,ismaelgv__rnr.fc0733b,77.0132,77.0132,1,683,683,526,python,0,0.970222,36,3.6792,0,
codex-free,isona__dirble.e2dea9f,64.7632,64.7632,1,718,718,465,python,0,0.846470,43,4.1275,0,
codex-free,ivanceras__svgbob.6d00ad9,32.4153,32.4153,1,472,472,153,python,0,1.130292,39,3.8842,0,
codex-free,jarun__nnn.cb2c535,70.2306,70.2306,1,477,477,335,c,0,1.056950,37,3.2741,0,
codex-free,jesseduffield__lazygit.1d0db51,21.1696,21.1696,1,855,855,181,python,1,1.016066,40,3.0564,0,
codex-free,jgm__pandoc.5caad90,10.8454,10.8454,1,5228,5228,567,python,0,1.416249,38,5.5810,0,
codex-free,jhspetersson__fselect.c3559ca,57.0465,57.0465,1,3115,3115,1777,python,0,1.880798,49,6.9449,0,
codex-free,johanneskaufmann__html-to-markdown.3006818,46.6667,46.6667,1,885,885,413,python,0,1.000543,29,3.2410,0,
codex-free,johnkerl__miller.8d85b46,18.2141,18.2141,1,14637,14637,2666,python,0,1.141942,39,4.5560,0,
codex-free,jonas__tig.8334123,83.2913,83.2913,1,1586,1586,1321,c,0,1.045590,34,3.0345,0,
codex-free,jqlang__jq.b33a763,37.6812,37.6812,1,6072,6072,2288,python,0,0.000000,0,0.0000,0,
codex-free,jrnxf__thokr.09375ef,77.3034,77.3034,1,445,445,344,python,0,1.010256,37,4.2651,0,
codex-free,junegunn__fzf.b56d614,77.2336,77.2336,1,1858,1858,1435,python,0,1.651265,51,5.5214,0,
codex-free,kaushiksrini__parqeye.8072121,58.0376,58.0376,1,479,479,278,c,0,0.989641,54,4.1389,0,
codex-free,kisielk__errcheck.dacab89,30.4985,30.4985,1,341,341,104,go,0,1.548554,37,6.2651,0,
codex-free,konradsz__igrep.aa75630,71.4286,71.4286,1,385,385,275,python,0,1.321985,56,5.0234,0,
codex-free,ksxgithub__parallel-disk-usage.96978ed,73.8230,73.8230,1,531,531,392,python,0,1.505729,41,5.2119,0,
codex-free,kyoh86__richgo.313114f,73.2601,73.2601,1,546,546,400,python,0,0.853377,41,4.9292,0,
codex-free,kyoheiu__felix.95df390,46.0159,79.1096,1,502,292,231,c,0,1.435389,56,5.3062,0,
codex-free,lfos__calcurse.49180d5,39.9399,39.9399,1,666,666,266,python,0,1.703312,46,5.6750,0,
codex-free,lh3__seqtk.94e7070,56.4103,56.4103,1,429,429,242,python,0,1.243287,41,4.9667,0,
codex-free,lua__lua.c6b4848,43.8714,43.8714,1,1338,1338,587,python,0,1.019652,33,5.8115,0,
codex-free,luajit__luajit.a553b3d,39.2315,39.2315,1,2967,2967,1164,python,0,1.241816,46,5.7416,0,
codex-free,lymphatus__caesium-clt.a529b2e,83.8261,83.8261,1,575,575,482,python,0,1.108190,46,4.5973,0,
codex-free,lz4__lz4.1519f46,73.2620,73.2620,1,1496,1496,1096,python,0,1.141453,48,4.9123,0,
codex-free,madler__pigz.fe4894f,83.5138,83.5138,1,831,831,694,python,0,0.527008,26,2.8607,0,
codex-free,mfridman__tparse.2416b4b,69.4118,69.4118,1,425,425,295,python,0,0.878676,33,3.5721,0,
codex-free,mgdm__htmlq.6e31bc8,92.2337,92.2337,1,1455,1455,1342,python,0,0.970281,39,3.7762,0,
codex-free,mgechev__revive.201451e,47.0426,47.0426,1,727,727,342,go,0,0.922434,29,4.5521,0,
codex-free,mibk__dupl.1bf052b,85.2547,85.2547,1,373,373,318,go,0,0.922387,33,4.6400,0,
codex-free,mikefarah__yq.602586d,18.7000,18.7000,1,2000,2000,374,python,0,1.142517,42,5.3319,0,
codex-free,miserlou__loop.209927c,63.2394,63.2394,1,710,710,449,python,1,1.104081,69,4.8752,0,
codex-free,mkj__dropbear.75f699b,37.1681,37.1681,1,678,678,252,c,0,0.898924,31,3.6895,0,
codex-free,mookid__diffr.2152742,65.6766,65.6766,1,606,606,398,python,0,0.886766,38,3.6125,0,
codex-free,nachoparker__dutree.44e877d,71.7629,71.7629,1,641,641,460,python,0,1.038867,39,3.7576,0,
codex-free,naggie__dstask.ff57396,50.0000,50.0000,1,1278,1278,639,python,0,0.726288,30,3.1443,0,
codex-free,nikoladucak__caps-log.2cf2d1e,47.9129,47.9129,1,551,551,264,python,0,0.970674,43,3.7540,0,
codex-free,nikolassv__bartib.6b9b5ce,65.5125,65.5125,1,722,722,473,python,1,1.027940,31,4.0179,0,
codex-free,ninja-build__ninja.cc60300,56.1892,56.1892,1,1438,1438,808,python,0,1.016264,42,5.0467,0,
codex-free,noborus__ov.b96c2ba,70.7659,70.7659,1,1854,1854,1312,python,0,2.239403,63,7.4441,0,
codex-free,noborus__trdsql.d8c5ff6,62.5000,62.5000,1,1312,1312,820,python,0,1.080761,36,4.6826,0,
codex-free,nukesor__pueue.8b9d6fe,6.4263,95.3488,1,638,43,41,python,1,0.724642,22,4.4740,0,
codex-free,nuta__nsh.bdd0702,86.9078,86.9078,1,1963,1963,1706,python,0,0.884811,54,3.3904,0,
codex-free,o2sh__onefetch.e5958ce,61.5780,61.5780,1,1166,1166,718,python,0,1.228202,36,4.8977,0,
codex-free,ogham__dog.721440b,68.3846,68.3846,1,1300,1300,889,python,0,0.835762,23,5.6745,0,
codex-free,oppiliappan__eva.41ae245,71.1939,71.1939,1,913,913,650,python,0,1.156306,41,4.5685,0,
codex-free,oppiliappan__statix.e9df54c,53.8650,53.8650,1,815,815,439,python,0,1.459626,40,5.4523,0,
codex-free,orf__gping.26eb5b9,68.4366,68.4366,1,339,339,232,python,0,0.808408,33,3.1000,0,
codex-free,osgeo__gdal.0847f12,14.3075,14.3075,1,657,657,94,python,0,0.968112,35,5.2833,0,
codex-free,osgeo__proj.75d455c,26.7908,26.7908,1,5319,5319,1425,python,0,1.358067,61,6.1793,0,
codex-free,paradigmxyz__solar.5190d0e,39.3327,39.3327,1,1978,1978,778,python,0,0.000000,0,0.0000,0,
codex-free,parcel-bundler__lightningcss.aa2ed1e,38.0835,38.0835,1,2828,2828,1077,python,0,0.589935,35,3.1281,0,
codex-free,peco__peco.4e58dad,66.2582,66.2582,1,1224,1224,811,go,0,1.237510,53,4.3229,0,
codex-free,pemistahl__grex.fa3e8ed,52.9726,52.9726,1,1312,1312,695,python,0,2.361429,53,9.6391,0,
codex-free,php__php-src.c891263,4.0244,4.0244,1,14288,14288,575,python,0,1.528889,45,6.5062,0,
codex-free,pier-cli__pier.5e1bde9,71.0983,71.0983,1,692,692,492,python,0,0.868474,40,4.2253,0,
codex-free,pls-rs__pls.4e1ae50,47.8916,47.8916,1,332,332,159,python,0,1.071306,39,4.5594,0,
codex-free,psampaz__go-mod-outdated.bb79367,81.0526,81.0526,1,285,285,231,go,0,0.681098,29,2.3232,0,
codex-free,quinn-rs__quinn.bb359cc,64.1762,64.1762,1,522,522,335,python,0,1.132575,40,4.6526,0,
codex-free,raviqqe__muffet.a882908,74.4027,74.4027,1,293,293,218,python,0,1.223667,25,4.0994,0,
codex-free,rbakbashev__elfcat.52f8cc7,56.3830,56.3830,1,564,564,318,python,0,0.967479,38,4.5908,0,
codex-free,rcoh__angle-grinder.9c2fc88,43.1858,43.1858,1,1130,1130,488,python,0,1.720767,54,6.8628,0,
codex-free,rhysd__kiro-editor.4157485,75.6303,75.6303,1,595,595,450,c,0,1.177569,38,5.7943,0,
codex-free,riquito__tuc.16fb471,81.4381,81.4381,1,1196,1196,974,python,0,1.792211,66,8.9693,0,
codex-free,robertdavidgraham__masscan.b99d433,40.4865,40.4865,1,2549,2549,1032,python,0,0.926586,26,3.6286,0,
codex-free,rochacbruno__marmite.7d4bc2d,38.0240,38.0240,1,668,668,254,python,0,0.880699,25,4.8299,0,
codex-free,rs__curlie.5dfcbb1,81.0271,81.0271,1,701,701,568,python,0,1.046853,40,4.9235,0,
codex-free,rs__jplot.2a54bcc,68.7822,68.7822,1,583,583,401,go,0,0.903272,41,3.5354,0,
codex-free,rust-embedded__svd2rust.1760b5e,55.8696,55.8696,1,920,920,514,python,0,1.157500,34,8.3043,0,
codex-free,rust-ethereum__ethabi.b1710ad,62.9890,62.9890,1,997,997,628,python,0,1.059182,48,5.3563,0,
codex-free,rust-lang__mdbook.37273ba,44.9731,44.9731,1,1114,1114,501,python,1,1.077361,40,5.6367,0,
codex-free,rvben__rumdl.2d75c4d,20.3492,20.3492,1,3322,3322,676,python,1,0.996752,39,5.2201,0,
codex-free,samtools__samtools.aa823b5,16.2105,16.2105,1,1425,1425,231,python,0,1.821498,43,6.4749,0,
codex-free,sayanarijit__xplr.1751065,49.4033,49.4033,1,419,419,207,python,0,1.301278,34,2.8732,0,
codex-free,sclevine__yj.8016400,56.3233,56.3233,1,767,767,432,python,0,1.058552,31,4.7981,0,
codex-free,segmentio__chamber.5f93f5f,66.8192,66.8192,1,1748,1748,1168,python,0,1.898185,44,6.5456,0,
codex-free,sharkdp__bat.f822bd0,45.1815,45.1815,1,799,799,361,python,0,1.971982,39,7.5329,0,
codex-free,sharkdp__fd.40d8eb3,74.9798,74.9798,1,1235,1235,926,python,0,1.971875,50,7.7870,0,
codex-free,sharkdp__hexyl.2e26437,63.9073,63.9073,1,906,906,579,python,0,1.298107,44,4.9000,0,
codex-free,sharkdp__pastel.b60e899,65.5296,65.5296,1,1114,1114,730,python,0,1.446328,40,5.6705,0,
codex-free,shashwatah__jot.a92aad8,77.2606,77.2606,1,752,752,581,python,0,0.781971,26,3.9068,0,
codex-free,sheepla__pingu.926d475,70.7572,70.7572,1,383,383,271,python,0,0.793791,58,3.2188,0,
codex-free,sibprogrammer__xq.b89f681,64.8990,64.8990,1,792,792,514,python,0,0.745898,35,2.9010,0,
codex-free,sigoden__argc.04a08f1,19.4975,19.4975,1,995,995,194,python,1,1.995365,66,7.3273,0,
codex-free,simeg__eureka.df3796c,67.4419,67.4419,1,344,344,232,python,0,0.000000,0,0.0000,0,
codex-free,sirwart__ripsecrets.34c9e03,67.9214,67.9214,1,611,611,415,python,1,1.537304,59,6.0761,0,
codex-free,sitkevij__hex.61ae69b,62.0899,62.0899,1,823,823,511,python,0,0.613500,30,2.5804,0,
codex-free,skeema__skeema.6a76243,52.2834,52.2834,1,1708,1708,893,python,1,1.281947,39,5.5379,0,
codex-free,sqlite__sqlite.839433d,0.6882,35.0943,1,13514,265,93,python,0,1.562204,56,10818.9868,0,
codex-free,sstadick__hck.b66c751,89.7076,89.7076,1,855,855,767,python,1,1.198660,46,5.3275,0,
codex-free,stacked-git__stgit.430027d,39.8178,39.8438,1,1537,1536,612,python,0,1.401864,37,5.2679,0,
codex-free,stranger6667__jsonschema.d52e881,48.6533,77.4701,1,2933,1842,1427,python,0,1.183845,36,4.7172,0,
codex-free,svenstaro__genact.16f96e3,21.5517,21.5517,1,232,232,50,python,0,0.000000,0,0.0000,0,
codex-free,svenstaro__miniserve.8449e8b,77.9605,77.9605,1,304,304,237,python,1,1.092255,34,5.2505,0,
codex-free,thezoraiz__ascii-image-converter.d05a757,52.2581,52.2581,1,465,465,243,go,0,1.226918,30,4.5856,0,
codex-free,tomarrell__wrapcheck.c058da1,25.4167,38.6076,1,480,316,122,go,0,1.275877,36,6.0783,0,
codex-free,tomnomnom__gron.88a6234,73.6607,73.6607,1,224,224,165,python,0,1.065914,34,3.9217,0,
codex-free,trasta298__keifu.3331426,43.5115,87.0229,1,262,131,114,python,0,0.777411,36,3.3949,0,
codex-free,tree-sitter__tree-sitter.5e23cca,29.5455,29.5455,1,1232,1232,364,python,0,0.884261,33,4.1382,0,
codex-free,tstack__lnav.ee34494,0.0000,0.0000,1,990,0,0,python,0,0.948575,56,3.7978,0,
codex-free,tukaani-project__xz.1007bf0,36.8085,77.4627,1,1410,670,519,python,0,2.065595,69,9534.7187,0,
codex-free,typst__typst.88356d0,13.7471,64.9315,1,1724,365,237,python,1,0.939334,37,4.5819,0,
codex-free,unhappychoice__gittype.34b72d0,12.5506,90.2913,1,741,103,93,python,0,1.051518,43,4.5401,0,
codex-free,universal-ctags__ctags.243595e,8.4588,8.4588,1,2258,2258,191,python,0,0.840357,24,9522.2027,0,
codex-free,wfxr__code-minimap.0ddeea5,75.0799,75.0799,1,313,313,235,python,0,2.717192,68,10.5077,0,
codex-free,wfxr__csview.8ac4de0,94.3284,94.3284,1,335,335,316,python,0,0.911021,49,4.3566,0,
codex-free,wgunderwood__tex-fmt.3f1aef6,62.4176,65.7407,1,455,432,284,python,0,1.264365,39,5.5463,0,
codex-free,wintermute-cell__ngrrram.8ea13c3,60.1974,74.0891,1,304,247,183,c,0,1.396291,44,5.3351,0,
codex-free,xampprocky__tokei.505d648,50.1366,50.1366,1,732,732,367,python,0,1.299837,50,5.2161,0,
codex-free,xorg62__tty-clock.f2f847c,41.9929,81.3793,1,281,145,118,c,0,0.698660,27,2.8331,0,
codex-free,y2z__monolith.8702e66,51.6129,51.6129,1,713,713,368,python,0,1.045678,33,3.9377,0,
codex-free,yaa110__nomino.f892499,62.9393,62.9393,1,313,313,197,python,0,0.685954,43,3.3113,0,
codex-free,yassinebridi__serpl.c48a9d7,28.6996,68.4492,1,446,187,128,python,0,0.624288,41,2.4333,0,
codex-free,yoav-lavi__melody.f4af9b4,35.1867,64.5358,1,1205,657,424,python,0,1.298743,41,5.0624,0,
codex-free,ys-l__flamelens.0b4dc33,31.6964,63.3929,1,224,112,71,c,0,0.784471,47,3.0428,0,
codex-free,zevv__duc.a58fa4e,71.9680,71.9680,1,874,874,629,python,0,1.031112,33,4.7318,0,
codex-free,zk-org__zk.10d93d5,21.2094,21.2094,1,1108,1108,235,python,1,0.915079,27,4.3780,0,
codex-free-tdd,abishekvashok__cmatrix.5c082c6,96.8224,96.8224,1,535,535,518,python,0,1.217953,60,4.5773,0,
codex-free-tdd,agourlay__zip-password-finder.704700d,71.1765,71.1765,1,680,680,484,python,0,1.067363,47,4.3567,0,
codex-free-tdd,ajeetdsouza__zoxide.67ca1bc,58.0038,58.0038,1,531,531,308,python,0,1.912449,80,6.4140,0,
codex-free-tdd,alexpovel__srgn.89f943b,65.2268,65.2268,1,1852,1852,1208,python,0,1.949188,70,6.8502,0,
codex-free-tdd,altdesktop__i3-style.f93821b,64.5640,64.5640,1,539,539,348,c,1,2.196283,84,7.8440,0,
codex-free-tdd,ammarabouzor__tui-journal.2b4540d,61.6262,61.6262,1,1402,1402,864,python,0,1.670716,71,5.7933,0,
codex-free-tdd,anordal__shellharden.6a6ffd4,72.1461,72.1461,1,1095,1095,790,python,0,1.860035,80,6.6749,0,
codex-free-tdd,antonmedv__fx.86d0d34,62.7748,62.7748,1,2047,2047,1285,js,1,1.187173,54,4.0271,0,
codex-free-tdd,antonmedv__walk.bf802ef,65.5870,65.5870,1,494,494,324,python,0,1.111501,51,4.0775,0,
codex-free-tdd,ariga__atlas.6d81150,42.3191,42.3191,1,1354,1354,573,python,1,2.038113,75,7.0436,0,
codex-free-tdd,arq5x__bedtools2.dd57059,32.9535,32.9535,1,1053,1053,347,python,0,2.093081,61,6.8901,0,
codex-free-tdd,arthursonzogni__json-tui.17a22b6,46.1441,46.1441,1,791,791,365,python,0,1.437979,91,5.1249,0,
codex-free-tdd,ast-grep__ast-grep.dde0fe0,9.6372,9.6372,1,882,882,85,python,0,1.293382,62,4.8800,0,
codex-free-tdd,astaxie__bat.17d1080,77.2686,77.2686,1,1091,1091,843,go,1,1.600405,56,5.8068,0,
codex-free-tdd,astro__deadnix.d590041,54.0373,54.0373,1,644,644,348,python,0,2.757057,107,8.6966,0,
codex-free-tdd,axodotdev__oranda.27d60c7,54.3677,56.1238,1,767,743,417,python,0,0.845344,63,3.5660,0,
codex-free-tdd,bellard__quickjs.d7ae12a,60.4153,60.4153,1,3034,3034,1833,js,0,1.682112,66,5.8109,0,
codex-free-tdd,bensadeh__tailspin.6278437,67.3171,67.3171,1,615,615,414,python,0,1.975379,74,6.3889,0,
codex-free-tdd,blacknon__hwatch.edfcb62,50.6705,86.0163,1,1044,615,529,python,0,2.463437,116,8.2364,0,
codex-free-tdd,blake3-team__blake3.15e83a5,89.7991,89.7991,1,647,647,581,rust,0,2.437772,101,8.2447,0,
codex-free-tdd,bootandy__dust.62bf1e1,59.2466,59.2466,1,584,584,346,python,0,2.623433,105,9.3980,0,
codex-free-tdd,boyter__scc.515f91c,19.6121,19.6121,1,464,464,91,python,0,1.811497,55,6.8282,0,
codex-free-tdd,brocode__fblog.3b54330,61.6564,61.6564,1,978,978,603,python,0,1.650582,72,5.7133,0,
codex-free-tdd,burntsushi__ripgrep.3b7fd44,61.4845,61.4845,1,1994,1994,1226,python,0,0.000000,0,0.0000,0,
codex-free-tdd,burntsushi__xsv.f430466,73.0964,73.0964,1,1182,1182,864,python,0,1.552628,53,6.3490,0,
codex-free-tdd,byron__dua-cli.8570c15,69.3935,69.3935,1,709,709,492,python,0,1.152709,49,5.5294,0,
codex-free-tdd,canop__broot.d6c798e,50.9259,87.5796,1,540,314,275,python,0,1.467702,60,5.2989,0,
codex-free-tdd,canop__rhit.ae90bcb,40.4901,40.4901,1,857,857,347,python,0,0.000000,0,0.0000,0,
codex-free-tdd,cheat__cheat.b8098dc,38.7205,38.7205,1,297,297,115,python,0,1.999468,82,7.1447,0,
codex-free-tdd,chirlu__sox.42b3557,18.2196,18.2196,1,1202,1202,219,python,0,1.278292,42,5.2282,0,
codex-free-tdd,chmln__handlr.90e78ba,68.8366,68.8366,1,722,722,497,python,0,1.245468,42,5.1736,0,
codex-free-tdd,chmln__sd.87d1ba5,88.6420,88.6420,1,810,810,718,python,0,1.833695,72,6.2542,0,
codex-free-tdd,clog-tool__clog-cli.7066cba,46.9565,46.9565,1,575,575,270,python,0,1.547031,68,5.9009,0,
codex-free-tdd,cmatsuoka__figlet.202a0a8,36.3532,80.4569,1,872,394,317,python,0,1.752536,51,6.0123,0,
codex-free-tdd,codesnap-rs__codesnap.f81e4f3,59.8949,59.8949,1,571,571,342,python,0,0.000000,0,0.0000,0,
codex-free-tdd,cordx56__rustowl.655bc5c,61.4114,61.4114,1,666,666,409,python,0,0.952391,43,4.1250,0,
codex-free-tdd,crowdagger__crowbook.ea214d7,33.3333,33.3333,1,807,807,269,python,0,1.753983,84,6.5383,0,
codex-free-tdd,cslarsen__jp2a.61d205f,37.7179,40.4762,1,631,588,238,python,1,2.271786,100,8.9429,0,
codex-free-tdd,cweill__gotests.2a672c5,32.0066,87.3303,1,603,221,193,go,0,3.201440,97,10.4917,0,
codex-free-tdd,dalance__amber.69a0f52,63.6800,63.6800,1,625,625,398,python,0,2.759067,128,9.1104,0,
codex-free-tdd,dandavison__delta.acd758f,22.1053,22.1053,1,950,950,210,python,0,1.653636,103,5.6220,0,
codex-free-tdd,danmar__cppcheck.0a5b103,15.7573,15.7573,1,2126,2126,335,python,0,0.000000,0,0.0000,0,
