arm,task,pct,compile_ok,n_total_tests,n_passed_tests,cost_usd,turns,duration_min,n_skills_invoked,skills_invoked
codex-vanilla-clean,jarun__nnn.cb2c535,72.9560,1,477,348,0.915800,39,3.6666,0,
codex-vanilla-clean,jesseduffield__lazygit.1d0db51,19.0643,1,855,163,0.902597,39,3.3177,0,
codex-vanilla-clean,jgm__pandoc.5caad90,2.8309,1,5228,148,1.099351,47,5.2590,0,
codex-vanilla-clean,jhspetersson__fselect.c3559ca,2.7929,1,3115,87,0.000000,0,0.0000,0,
codex-vanilla-clean,johanneskaufmann__html-to-markdown.3006818,76.1582,1,885,674,0.648050,38,3.2049,0,
codex-vanilla-clean,johnkerl__miller.8d85b46,15.5018,1,14637,2269,1.138086,38,4.3076,0,
codex-vanilla-clean,jonas__tig.8334123,77.9950,1,1586,1237,0.865351,32,3.0492,0,
codex-vanilla-clean,jqlang__jq.b33a763,90.1680,1,6072,5475,0.586578,32,2.6373,0,
codex-vanilla-clean,jrnxf__thokr.09375ef,67.4157,1,445,300,0.775892,36,3.4823,0,
codex-vanilla-clean,junegunn__fzf.b56d614,76.7492,1,1858,1426,1.168530,46,4.1180,0,
codex-vanilla-clean,kaushiksrini__parqeye.8072121,52.5773,1,485,255,1.838393,55,5.5317,0,
codex-vanilla-clean,kisielk__errcheck.dacab89,53.0792,1,341,181,2.096857,59,6.6981,0,
codex-vanilla-clean,konradsz__igrep.aa75630,73.7662,1,385,284,1.177180,42,4.0727,0,
codex-vanilla-clean,ksxgithub__parallel-disk-usage.96978ed,63.8418,1,531,339,0.902497,41,3.8248,0,
codex-vanilla-clean,kyoh86__richgo.313114f,70.1465,1,546,383,0.923486,41,4.2079,0,
codex-vanilla-clean,kyoheiu__felix.95df390,75.5467,1,503,380,1.291316,32,3.9050,0,
codex-vanilla-clean,lfos__calcurse.49180d5,52.5526,1,666,350,1.457963,55,5.8388,0,
codex-vanilla-clean,lh3__seqtk.94e7070,48.4848,1,429,208,0.957288,30,3.8553,0,
codex-vanilla-clean,lua__lua.c6b4848,29.5217,1,1338,395,1.117509,48,5.1382,0,
codex-vanilla-clean,luajit__luajit.a553b3d,35.5241,1,2967,1054,1.421118,41,8.2311,0,
codex-vanilla-clean,lymphatus__caesium-clt.a529b2e,68.0000,1,575,391,1.348491,33,5.3021,0,
codex-vanilla-clean,lz4__lz4.1519f46,62.6337,1,1496,937,0.917174,41,4.0484,0,
codex-vanilla-clean,madler__pigz.fe4894f,81.5884,1,831,678,0.934610,38,3.9658,0,
codex-vanilla-clean,mfridman__tparse.2416b4b,65.6471,1,425,279,1.360879,38,4.6044,0,
codex-vanilla-clean,mgdm__htmlq.6e31bc8,80.4124,1,1455,1170,1.804794,45,5.3914,0,
codex-vanilla-clean,mgechev__revive.201451e,32.5997,1,727,237,1.537365,40,5.7824,0,
codex-vanilla-clean,mibk__dupl.1bf052b,71.8499,1,373,268,1.245837,32,4.4902,0,
codex-vanilla-clean,mikefarah__yq.602586d,18.2000,1,2000,364,1.865782,39,8.2916,0,
codex-vanilla-clean,miserlou__loop.209927c,53.0986,1,710,377,1.032022,76,4.3324,0,
codex-vanilla-clean,mkj__dropbear.75f699b,57.9646,1,678,393,0.811118,28,3.2373,0,
codex-vanilla-clean,mookid__diffr.2152742,71.4521,1,606,433,1.108500,43,5.0469,0,
codex-vanilla-clean,multiprocessio__dsq.c3ae0ba,64.2066,1,542,348,1.711238,56,6.4689,0,
codex-vanilla-clean,nachoparker__dutree.44e877d,65.9906,1,641,423,0.808795,33,3.6300,0,
codex-vanilla-clean,naggie__dstask.ff57396,51.1737,1,1278,654,0.727095,24,3.8150,0,
codex-vanilla-clean,nikoladucak__caps-log.2cf2d1e,39.2015,1,551,216,1.146041,46,3.8663,0,
codex-vanilla-clean,nikolassv__bartib.6b9b5ce,62.3269,1,722,450,1.063203,41,4.4943,0,
codex-vanilla-clean,ninja-build__ninja.cc60300,48.8178,1,1438,702,1.352879,45,5.4050,0,
codex-vanilla-clean,noborus__ov.b96c2ba,69.7950,1,1854,1294,1.152175,48,3.7044,0,
codex-vanilla-clean,noborus__trdsql.d8c5ff6,53.8110,1,1312,706,0.896514,36,3.9513,0,
codex-vanilla-clean,nukesor__pueue.8b9d6fe,5.4859,1,638,35,1.443729,34,4.6230,0,
codex-vanilla-clean,nuta__nsh.bdd0702,86.7550,1,1963,1703,0.998162,48,3.4961,0,
codex-vanilla-clean,o2sh__onefetch.e5958ce,59.0909,1,1166,689,1.076493,37,4.7844,0,
codex-vanilla-clean,ogham__dog.721440b,69.6154,1,1300,905,1.244583,53,5.2279,0,
codex-vanilla-clean,oppiliappan__eva.41ae245,77.8751,1,913,711,0.854683,28,3.6843,0,
codex-vanilla-clean,oppiliappan__statix.e9df54c,57.1779,1,815,466,1.595422,42,5.7573,0,
codex-vanilla-clean,orf__gping.26eb5b9,45.1327,1,339,153,0.926468,52,3.6066,0,
codex-vanilla-clean,osgeo__gdal.0847f12,4.8706,1,657,32,1.009891,31,3.6082,0,
codex-vanilla-clean,osgeo__proj.75d455c,0.0000,1,5319,0,1.293098,47,4.4360,0,
codex-vanilla-clean,paradigmxyz__solar.5190d0e,34.3782,1,1978,680,0.983844,30,3.9147,0,
codex-vanilla-clean,parcel-bundler__lightningcss.aa2ed1e,47.8784,1,2828,1354,1.301772,58,4.9708,0,
codex-vanilla-clean,peco__peco.4e58dad,62.1732,1,1224,761,0.953030,47,5.3136,0,
codex-vanilla-clean,pemistahl__grex.fa3e8ed,54.8018,1,1312,719,1.458016,39,5.7700,0,
codex-vanilla-clean,php__php-src.c891263,3.3455,1,14288,478,1.309748,39,5.4138,0,
codex-vanilla-clean,pier-cli__pier.5e1bde9,29.3353,1,692,203,1.111079,47,6.0340,0,
codex-vanilla-clean,pls-rs__pls.4e1ae50,31.6265,1,332,105,0.918185,37,3.4268,0,
codex-vanilla-clean,psampaz__go-mod-outdated.bb79367,81.0526,1,285,231,1.134938,25,7.4395,0,
codex-vanilla-clean,quinn-rs__quinn.bb359cc,65.9004,1,522,344,0.736732,35,3.8378,0,
codex-vanilla-clean,raviqqe__muffet.a882908,62.7986,1,293,184,1.175214,49,4.8591,0,
codex-vanilla-clean,rbakbashev__elfcat.52f8cc7,56.7376,1,564,320,1.001108,39,3.2667,0,
codex-vanilla-clean,rcoh__angle-grinder.9c2fc88,33.1858,1,1130,375,1.155495,49,5.0546,0,
codex-vanilla-clean,rhysd__kiro-editor.4157485,61.5126,1,595,366,1.222381,34,4.9861,0,
codex-vanilla-clean,riquito__tuc.16fb471,79.2642,1,1196,948,1.067275,36,5.0700,0,
codex-vanilla-clean,robertdavidgraham__masscan.b99d433,55.3158,1,2549,1410,0.728559,39,3.7165,0,
codex-vanilla-clean,rochacbruno__marmite.7d4bc2d,51.3473,1,668,343,1.431559,35,6.4488,0,
codex-vanilla-clean,rs__curlie.5dfcbb1,77.6034,1,701,544,0.000000,0,0.0000,0,
codex-vanilla-clean,rs__jplot.2a54bcc,43.7393,1,583,255,1.177635,42,3.9032,0,
codex-vanilla-clean,rust-embedded__svd2rust.1760b5e,57.2826,1,920,527,0.997310,27,5.0207,0,
codex-vanilla-clean,rust-ethereum__ethabi.b1710ad,69.5085,1,997,693,0.986880,50,4.4121,0,
codex-vanilla-clean,rust-lang__mdbook.37273ba,35.0987,1,1114,391,0.000000,0,0.0000,0,
codex-vanilla-clean,rvben__rumdl.2d75c4d,32.0590,1,3322,1065,1.461822,41,5.9662,0,
codex-vanilla-clean,samtools__samtools.aa823b5,15.3684,1,1425,219,1.339404,46,5.0430,0,
codex-vanilla-clean,sayanarijit__xplr.1751065,53.1317,1,463,246,0.921051,42,4.1011,0,
codex-vanilla-clean,sclevine__yj.8016400,42.1121,1,767,323,1.546084,51,6.4945,0,
codex-vanilla-clean,segmentio__chamber.5f93f5f,67.2197,1,1748,1175,1.184379,22,4.0417,0,
codex-vanilla-clean,sharkdp__bat.f822bd0,19.7253,1,801,158,0.987374,36,4.4787,0,
codex-vanilla-clean,sharkdp__fd.40d8eb3,73.2794,1,1235,905,1.665510,40,5.8712,0,
codex-vanilla-clean,sharkdp__hexyl.2e26437,65.2318,1,906,591,0.971701,42,5.1571,0,
codex-vanilla-clean,sharkdp__hyperfine.327d5f4,0.0000,1,291,0,0.906702,43,3.9649,0,
codex-vanilla-clean,sharkdp__pastel.b60e899,68.7612,1,1114,766,1.266240,35,5.6737,0,
codex-vanilla-clean,shashwatah__jot.a92aad8,76.9947,1,752,579,1.452190,39,5.8536,0,
codex-vanilla-clean,sheepla__pingu.926d475,68.9295,1,383,264,0.755525,37,3.6292,0,
codex-vanilla-clean,sibprogrammer__xq.b89f681,60.9848,1,792,483,0.791973,30,3.0804,0,
codex-vanilla-clean,sigoden__argc.04a08f1,12.7638,1,995,127,1.871703,59,7.2986,0,
codex-vanilla-clean,simeg__eureka.df3796c,66.2791,1,344,228,1.661041,32,3.4856,0,
codex-vanilla-clean,sirwart__ripsecrets.34c9e03,87.0704,1,611,532,1.461593,50,5.1601,0,
codex-vanilla-clean,sitkevij__hex.61ae69b,74.8481,1,823,616,0.923835,36,4.3258,0,
codex-vanilla-clean,skeema__skeema.6a76243,40.1639,1,1708,686,1.484919,47,5.6056,0,
codex-vanilla-clean,sqlite__sqlite.839433d,1.1766,1,13514,159,1.886188,59,6.9162,0,
codex-vanilla-clean,sstadick__hck.b66c751,88.7719,1,855,759,1.134123,40,4.0863,0,
codex-vanilla-clean,stacked-git__stgit.430027d,32.1909,1,1488,479,1.450596,43,5.3292,0,
codex-vanilla-clean,stathissideris__ditaa.f2286c4,1.1494,1,609,7,1.145936,32,4.9728,0,
codex-vanilla-clean,stranger6667__jsonschema.d52e881,50.3580,1,2933,1477,0.813528,30,3.6657,0,
codex-vanilla-clean,svenstaro__genact.16f96e3,33.1897,1,232,77,1.232687,46,4.8441,0,
codex-vanilla-clean,svenstaro__miniserve.8449e8b,73.3553,1,304,223,1.159638,34,6.1656,0,
codex-vanilla-clean,tarka__xcp.5e5b448,0.0000,0,0,0,1.161632,46,4.8799,0,
codex-vanilla-clean,thezoraiz__ascii-image-converter.d05a757,41.0753,1,465,191,0.977627,25,4.3329,0,
codex-vanilla-clean,tinycc__tinycc.9b8765d,0.0000,0,0,0,1.044404,35,3.8211,0,
codex-vanilla-clean,tomarrell__wrapcheck.c058da1,21.4583,1,480,103,1.124589,31,4.9736,0,
codex-vanilla-clean,tomnomnom__gron.88a6234,68.3036,1,224,153,1.950132,69,7.8212,0,
codex-vanilla-clean,trasta298__keifu.3331426,43.1298,1,262,113,0.779487,44,4.0475,0,
codex-vanilla-clean,tree-sitter__tree-sitter.5e23cca,20.6169,1,1232,254,0.983621,32,4.1073,0,
codex-vanilla-clean,tstack__lnav.ee34494,0.0000,1,990,0,0.791695,37,3.3872,0,
codex-vanilla-clean,tukaani-project__xz.1007bf0,39.7872,1,1410,561,1.187372,44,4.3001,0,
codex-vanilla-clean,typst__typst.88356d0,13.2831,1,1724,229,1.017417,27,4.1138,0,
codex-vanilla-clean,unhappychoice__gittype.34b72d0,10.6613,1,741,79,0.847313,38,3.2516,0,
codex-vanilla-clean,universal-ctags__ctags.243595e,0.7972,1,2258,18,0.904427,24,4.3052,0,
codex-vanilla-clean,wfxr__code-minimap.0ddeea5,62.9393,1,313,197,1.699149,46,6.2835,0,
codex-vanilla-clean,wfxr__csview.8ac4de0,92.8358,1,335,311,1.115711,46,4.3088,0,
codex-vanilla-clean,wgunderwood__tex-fmt.3f1aef6,58.9011,1,455,268,1.012097,36,4.2336,0,
codex-vanilla-clean,wintermute-cell__ngrrram.8ea13c3,71.6172,1,303,217,1.168329,43,4.8129,0,
codex-vanilla-clean,xampprocky__tokei.505d648,47.9508,1,732,351,0.979863,23,3.8424,0,
codex-vanilla-clean,xorg62__tty-clock.f2f847c,42.7046,1,281,120,0.704032,27,2.6809,0,
codex-vanilla-clean,y2z__monolith.8702e66,23.7027,1,713,169,1.092791,32,4.8601,0,
codex-vanilla-clean,yaa110__nomino.f892499,67.4121,1,313,211,1.115476,53,4.6816,0,
codex-vanilla-clean,yassinebridi__serpl.c48a9d7,37.2197,1,446,166,1.243988,40,3.6539,0,
codex-vanilla-clean,yoav-lavi__melody.f4af9b4,39.6680,1,1205,478,1.573340,46,5.8982,0,
codex-vanilla-clean,ys-l__flamelens.0b4dc33,16.0714,1,224,36,0.978737,42,3.1090,0,
codex-vanilla-clean,zevv__duc.a58fa4e,43.3638,1,874,379,1.142872,31,4.3198,0,
codex-vanilla-clean,zk-org__zk.10d93d5,8.8448,1,1108,98,1.042489,34,5.2374,0,
codex-vanilla,abishekvashok__cmatrix.5c082c6,95.0787,1,508,483,0.898795,29,3.0501,0,
codex-vanilla,agourlay__zip-password-finder.704700d,75.8824,1,680,516,1.518072,47,5.7051,0,
codex-vanilla,ajeetdsouza__zoxide.67ca1bc,57.2505,1,531,304,1.154027,43,4.9079,0,
codex-vanilla,alecthomas__chroma.8d04def,0.0000,1,515,0,0.831030,51,4.1547,0,
codex-vanilla,alexpovel__srgn.89f943b,67.2786,1,1852,1246,1.235109,38,4.9969,0,
codex-vanilla,altdesktop__i3-style.f93821b,63.0798,1,539,340,1.303511,44,4.9715,0,
codex-vanilla,ammarabouzor__tui-journal.2b4540d,68.8302,1,1402,965,0.689697,28,2.8947,0,
codex-vanilla,anordal__shellharden.6a6ffd4,80.9132,1,1095,886,1.854010,61,6.3248,0,
codex-vanilla,antonmedv__fx.86d0d34,59.8925,1,2047,1226,0.610935,33,3.4388,0,
codex-vanilla,antonmedv__walk.bf802ef,70.6383,1,470,332,1.404143,44,5.8423,0,
codex-vanilla,ariga__atlas.6d81150,43.3991,1,1318,572,1.252438,41,4.1135,0,
codex-vanilla,arq5x__bedtools2.dd57059,32.6686,1,1053,344,1.964938,43,7.7681,0,
codex-vanilla,arthursonzogni__json-tui.17a22b6,65.6954,1,755,496,0.661557,28,3.3906,0,
codex-vanilla,ast-grep__ast-grep.dde0fe0,14.7392,1,882,130,0.952101,35,5.1735,0,
codex-vanilla,astaxie__bat.17d1080,73.3272,1,1091,800,0.998518,31,4.5882,0,
codex-vanilla,astro__deadnix.d590041,82.0598,1,602,494,0.972685,33,4.0869,0,
codex-vanilla,axodotdev__oranda.27d60c7,54.8892,1,767,421,0.939028,43,4.0014,0,
codex-vanilla,bellard__quickjs.d7ae12a,3.5267,1,3034,107,1.246662,50,5.7528,0,
codex-vanilla,bensadeh__tailspin.6278437,69.2683,1,615,426,0.824886,45,4.0991,0,
codex-vanilla,blacknon__hwatch.edfcb62,71.9488,1,1016,731,0.878809,41,3.9223,0,
codex-vanilla,blake3-team__blake3.15e83a5,89.6445,1,647,580,0.946524,31,5.0599,0,
codex-vanilla,bootandy__dust.62bf1e1,63.6986,1,584,372,0.910082,30,4.0811,0,
codex-vanilla,boyter__scc.515f91c,22.4138,1,464,104,1.769760,61,6.7507,0,
codex-vanilla,brocode__fblog.3b54330,73.5174,1,978,719,0.879093,30,3.2216,0,
codex-vanilla,burntsushi__ripgrep.3b7fd44,62.6881,1,1994,1250,0.909562,28,4.4387,0,
codex-vanilla,burntsushi__xsv.f430466,75.0423,1,1182,887,1.332158,38,5.4843,0,
codex-vanilla,byron__dua-cli.8570c15,75.7405,1,709,537,1.193956,43,4.9729,0,
codex-vanilla,canop__broot.d6c798e,53.0612,1,539,286,1.347353,45,4.9769,0,
codex-vanilla,canop__rhit.ae90bcb,53.3660,1,817,436,1.234538,33,4.4159,0,
codex-vanilla,cheat__cheat.b8098dc,49.8316,1,297,148,0.961628,31,4.2468,0,
codex-vanilla,chirlu__sox.42b3557,29.8669,1,1202,359,1.216669,40,5.6117,0,
codex-vanilla,chmln__handlr.90e78ba,75.3463,1,722,544,1.121277,47,5.9546,0,
codex-vanilla,chmln__sd.87d1ba5,85.4321,1,810,692,0.796136,25,3.0866,0,
codex-vanilla,clog-tool__clog-cli.7066cba,78.9565,1,575,454,0.949849,29,4.1906,0,
codex-vanilla,cmatsuoka__figlet.202a0a8,52.8670,1,872,461,1.607879,49,6.1096,0,
codex-vanilla,codesnap-rs__codesnap.f81e4f3,42.8767,1,730,313,0.000000,0,0.0000,0,
codex-vanilla,cordx56__rustowl.655bc5c,54.3294,1,589,320,0.714069,29,3.3722,0,
codex-vanilla,crowdagger__crowbook.ea214d7,32.4659,1,807,262,1.259907,47,5.6067,0,
codex-vanilla,cslarsen__jp2a.61d205f,30.2694,1,631,191,1.114835,47,5.9881,0,
codex-vanilla,cweill__gotests.2a672c5,48.9221,1,603,295,1.891922,46,6.9505,0,
codex-vanilla,dalance__amber.69a0f52,67.7249,1,567,384,1.105693,40,4.7455,0,
codex-vanilla,dandavison__delta.acd758f,24.9474,1,950,237,0.732511,41,3.9599,0,
codex-vanilla,danmar__cppcheck.0a5b103,11.3829,1,2126,242,0.791919,25,3.7403,0,
codex-vanilla,direnv__direnv.02040c7,48.0565,1,849,408,1.094847,34,4.8595,0,
codex-vanilla,doxygen__doxygen.966d98e,31.8777,1,229,73,1.030939,40,4.7846,0,
codex-vanilla,drew-alleman__datasurgeon.d257cee,45.2191,1,502,227,0.872836,35,3.6071,0,
codex-vanilla,ducaale__xh.4a6e44f,41.4176,1,1171,485,0.794991,36,4.0486,0,
codex-vanilla,duckdb__duckdb.bdb65ec,12.7257,1,5650,719,1.341048,47,5.7238,0,
codex-vanilla,dundee__gdu.ede21d2,64.1688,1,1161,745,0.883607,23,4.4503,0,
codex-vanilla,ecumene__rust-sloth.051c559,50.2632,1,380,191,0.932527,36,3.9275,0,
codex-vanilla,ekzhang__bore.8e059cd,34.7291,1,406,141,0.988901,33,4.5096,0,
codex-vanilla,eliukblau__pixterm.1a93fd5,19.7674,1,430,85,1.033241,27,3.9972,0,
codex-vanilla,elkowar__pipr.fae0b17,29.7143,1,525,156,1.228437,53,4.3054,0,
codex-vanilla,epistates__treemd.825c6dd,42.9573,1,1569,674,1.060093,32,4.5455,0,
codex-vanilla,eradman__entr.8e2e8b4,64.5051,1,586,378,0.984977,41,4.2863,0,
codex-vanilla,esubaalew__run.0fb9dec,59.8185,1,1212,725,0.895562,33,3.3975,0,
codex-vanilla,eudoxia0__hashcards.48aa136,66.4639,1,1151,765,1.445069,40,4.9980,0,
codex-vanilla,facebook__zstd.1168da0,58.2434,1,2038,1187,0.927892,38,4.5875,0,
codex-vanilla,facebookresearch__fasttext.1142dc4,43.5897,1,312,136,0.691755,27,3.6736,0,
codex-vanilla,ffmpeg__ffmpeg.360a402,6.4262,1,3050,196,1.370601,34,6.2711,0,
codex-vanilla,filosottile__age.706dfc1,38.4615,1,676,260,3.967835,83,13.9605,0,
codex-vanilla,foriequal0__git-trim.07c2f50,46.5619,1,509,237,0.820839,30,3.7281,0,
codex-vanilla,gabotechs__dep-tree.60a95a2,64.9711,1,865,562,1.067671,42,4.0131,0,
codex-vanilla,ggreer__the_silver_searcher.a61f178,38.6680,1,1006,389,1.059893,32,4.4684,0,
codex-vanilla,git-bahn__git-graph.87b4473,70.9507,1,568,403,1.276037,36,5.0124,0,
